CacheStrategy WorkloadLength Hits
lru 50000 9466
lru 100000 17648
lru 150000 28274
lru 200000 37512
lru 250000 46194
lru 300000 53671
lru 350000 62621
lru 400000 70318
lru 450000 81918
lru 500000 91073
lru 550000 99025
lru 600000 106984
lru 650000 115236
lru 700000 125885
lru 750000 136151
lru 800000 147824
lru 850000 154979
lru 900000 159796
lru 950000 172588
lru 1000000 187572
