CacheStrategy WorkloadLength Hits
lru 50000 66
lru 100000 193
lru 150000 273
lru 200000 377
lru 250000 565
lru 300000 571
lru 350000 727
lru 400000 773
lru 450000 831
lru 500000 939
lru 550000 1070
lru 600000 1225
lru 650000 1331
lru 700000 1383
lru 750000 1491
lru 800000 1639
lru 850000 1639
lru 900000 1807
lru 950000 1931
lru 1000000 1929
