CacheStrategy WorkloadLength Hits
lfu 50000 9466
lfu 100000 17647
lfu 150000 28272
lfu 200000 37509
lfu 250000 46192
lfu 300000 53676
lfu 350000 62628
lfu 400000 70318
lfu 450000 81928
lfu 500000 91072
lfu 550000 99005
lfu 600000 106987
lfu 650000 115222
lfu 700000 125899
lfu 750000 136155
lfu 800000 147834
lfu 850000 154957
lfu 900000 159802
lfu 950000 172595
lfu 1000000 187567
