CacheStrategy WorkloadLength Hits
lfu 50000 9180
lfu 100000 18079
lfu 150000 26862
lfu 200000 37975
lfu 250000 47653
lfu 300000 51175
lfu 350000 68136
lfu 400000 72522
lfu 450000 84023
lfu 500000 93750
lfu 550000 101346
lfu 600000 108659
lfu 650000 120861
lfu 700000 129783
lfu 750000 137478
lfu 800000 145760
lfu 850000 157756
lfu 900000 166051
lfu 950000 172865
lfu 1000000 184102
