CacheStrategy WorkloadLength Hits
fifo 50000 127
fifo 100000 475
fifo 150000 692
fifo 200000 977
fifo 250000 1091
fifo 300000 1492
fifo 350000 1704
fifo 400000 1914
fifo 450000 2039
fifo 500000 2581
fifo 550000 2878
fifo 600000 2909
fifo 650000 3219
fifo 700000 3485
fifo 750000 3789
fifo 800000 4007
fifo 850000 4387
fifo 900000 4644
fifo 950000 4643
fifo 1000000 4942
